244	181	4	880604302
506	183	5	874874308
758	328	1	880672321
397	492	4	885349955
301	239	2	882076682
590	744	4	879438769
343	536	4	876403310
796	38	5	893048505
649	282	4	891440330
654	168	4	887864369
16	202	5	877724726
322	89	3	887314185
788	720	3	880870482
798	720	5	875915940
92	418	3	875653769
308	675	4	887740367
363	201	2	891495371
378	210	4	880057137
275	473	3	880313679
406	218	3	879792863
825	249	3	880755693
230	71	5	880484911
48	308	5	879434292
62	697	4	879375932
303	248	2	879544680
456	1547	4	881373948
280	29	3	891701852
239	478	5	889178986
233	423	4	877665239
303	805	4	879485475
766	194	3	891309117
466	873	2	890283056
160	288	5	876771285
269	156	5	891449364
276	357	5	874787526
467	222	3	879532651
271	443	3	885848943
201	544	2	884140307
458	134	5	886395963
102	185	3	888802940
301	763	4	882074665
13	878	1	883670785
313	1091	2	891030261
911	473	3	892840996
765	283	4	880346282
561	732	3	885809958
87	1184	3	879876074
15	323	1	879455311
890	660	2	882917026
655	65	2	887477511
293	162	3	888907312
904	1152	4	879735551
210	657	4	887736429
836	302	5	885753506
101	1057	2	877136789
295	151	4	879517635
246	432	3	884921511
422	760	3	879744287
130	731	3	876251922
533	866	2	887032297
393	1210	3	889731593
434	411	5	886724873
351	678	4	879481675
405	513	1	885546112
269	170	2	891447216
894	117	3	880416219
70	559	3	884066399
405	719	1	885547447
524	227	2	884636498
241	343	2	887250085
587	310	3	892870992
758	448	4	881978805
671	327	1	875387273
407	1188	2	876345492
37	161	5	880915902
378	546	2	880318158
221	24	5	875244352
464	249	2	878355119
835	127	4	891032536
75	820	3	884050979
894	1023	3	879896898
267	498	5	878971902
28	153	3	881961214
395	100	4	883765155
90	52	5	891385522
698	511	2	886367693
215	197	4	891435357
663	1245	4	889492959
682	3	3	888519113
642	731	5	885605909
669	310	4	892549126
731	132	3	886182632
416	122	3	886315885
148	474	5	877019882
131	276	5	883681723
193	286	4	889122906
836	523	5	885754150
327	66	3	887819582
903	1142	5	891466376
865	1	1	880143424
308	447	4	887739056
160	325	3	878078115
529	300	4	882535049
363	159	1	891496667
193	259	2	889123351
83	575	4	880309339
176	347	4	886047442
301	1091	3	882079353
85	313	4	884820133
72	357	4	880036550
315	513	5	879821299
463	477	2	877385489
313	461	3	891014925
666	506	5	880139252
368	217	5	889783562
762	302	5	878718810
682	762	3	888521637
378	1091	2	880332911
417	475	4	879646437
313	488	5	891013496
384	989	4	891273905
276	397	1	874792601
890	183	3	882404917
145	977	3	879161931
934	1065	2	891191108
389	482	5	880086777
177	156	5	880130931
605	9	4	879365773
21	17	4	874951695
488	328	4	891293606
854	294	2	882811742
455	228	4	879111153
268	761	1	875744136
90	96	4	891384754
497	70	4	879362798
896	58	3	887159531
490	1386	4	875428416
806	421	4	882388897
417	797	3	880952656
532	143	4	874788755
618	203	3	891308176
671	578	3	884036411
23	463	4	874785843
639	61	3	891239790
343	387	4	876405521
156	655	3	888185677
598	538	4	886711452
874	654	5	888633311
144	190	5	888105714
393	655	3	887746346
710	333	3	882063367
487	471	3	883441956
715	196	4	875964131
497	29	4	879362569
493	172	5	884131597
881	134	5	876539260
70	403	4	884064862
579	523	3	880951740
405	1074	3	885546636
167	240	1	892737972
704	175	3	891397712
10	709	4	877888613
373	189	5	877100416
269	132	5	891449145
336	1059	3	877756890
654	172	4	887864532
804	624	2	879445536
269	1017	5	892567767
168	325	1	884287073
713	310	4	888882133
87	21	3	879877173
595	926	1	886921897
750	338	3	879445961
845	308	4	885409493
402	258	4	876266650
15	409	3	879456324
308	77	3	887740788
892	76	4	886609977
316	531	5	880853704
470	1084	3	879178406
234	699	3	892079538
410	347	1	888626538
405	11	4	885545263
417	1550	3	879648707
101	50	4	877135944
260	1243	5	890618729
94	464	5	885873302
544	292	4	884795470
848	172	5	887038022
380	736	4	885478780
618	62	2	891309697
835	1045	4	891034023
378	77	4	880056453
533	411	2	879365998
314	1063	5	877887568
854	318	5	882813825
387	188	5	886483151
324	475	5	880575449
7	153	5	891352220
428	352	4	885943651
825	290	4	880755869
901	287	3	877126935
43	144	4	883955415
64	919	4	889739834
463	313	4	889935655
737	175	5	884315246
453	354	4	888201923
405	703	2	885546112
627	581	3	879530662
579	877	1	880951594
537	347	4	886028845
343	276	5	876403078
405	574	1	885546724
804	294	5	879441099
778	234	3	890726231
450	1152	5	882812558
66	288	4	883601607
49	420	4	888067031
325	737	4	891479846
126	350	2	887854892
128	729	2	879968447
452	188	4	875560300
224	77	4	888103872
655	916	2	892436455
314	1253	4	877892017
283	588	4	879297965
933	550	1	874939185
385	383	1	879449871
407	210	4	875044037
257	289	4	879029543
146	1294	4	891457749
737	96	2	884314715
840	671	3	891204891
6	539	2	883681433
551	475	5	892777910
705	554	2	883428201
301	420	3	882077285
305	1411	3	886324865
192	476	2	881368243
487	94	3	884050838
885	169	5	885714820
309	306	2	877370356
495	590	4	888637612
71	923	5	885016882
520	1028	1	885170476
930	257	4	879535392
766	185	4	891310038
194	165	4	879546723
601	324	4	876346383
174	210	4	886514788
608	514	5	880403320
407	345	4	884614729
235	190	4	889656007
675	874	4	889488679
542	73	3	886533227
524	127	5	884634533
189	820	1	893264782
753	316	4	891399903
413	271	4	879969027
363	164	2	891496722
870	770	4	875679992
456	197	4	881373793
95	215	4	879198109
305	2	2	886324580
198	11	4	884207392
293	518	5	888906489
804	663	5	879442793
724	331	3	883757468
279	732	3	879647301
311	944	4	884366439
138	357	4	879024327
846	1248	4	883949254
854	19	3	882812826
269	707	2	891449304
787	313	5	888979547
21	289	3	874950972
52	405	4	882922610
437	218	2	880142830
533	197	5	882902988
193	627	4	889126972
752	1279	3	891208491
378	66	3	880056632
12	216	5	879960826
876	238	4	879428406
804	210	5	879441372
87	414	3	879876673
303	277	3	879468547
805	50	4	879971214
833	1231	4	875132237
181	547	1	878962720
239	419	3	889178689
321	1126	3	879439860
776	28	5	891628895
199	117	3	883782879
320	827	4	884749030
453	196	4	877554174
197	68	2	891410082
135	56	4	879857765
111	311	4	891680028
426	418	3	879444871
195	328	4	884420059
894	885	2	887044250
497	569	2	879362359
601	151	3	876346930
393	398	4	889731753
5	98	3	875720691
269	658	2	891448497
928	134	5	880936742
805	274	2	881705055
313	493	3	891016193
303	1039	5	879466457
295	642	4	879517943
864	82	5	888887830
271	107	1	885848179
913	64	5	881725876
253	95	4	891628416
299	100	3	877877600
438	121	5	879868328
181	598	1	878962623
129	270	3	883243934
666	196	3	880568129
174	950	3	886434204
370	116	3	879434707
153	50	1	881371140
188	265	5	875071520
788	318	5	880868355
370	323	2	879434333
506	836	4	874875062
293	943	2	888906576
116	257	3	876452523
883	28	3	891717908
942	484	5	891282963
82	546	3	876311423
748	527	5	879454749
18	526	4	880131407
469	161	3	879523802
184	498	5	889913687
661	195	5	888300488
910	357	4	880821718
774	234	2	888557683
224	949	3	888104057
314	742	4	877886221
833	217	2	875224252
131	126	4	883681514
13	205	2	881515193
536	82	4	882360929
655	739	4	891585450
576	275	3	886985695
474	696	3	887916330
655	1143	3	887425458
536	427	5	882359455
334	502	3	891546963
924	482	4	885457858
13	216	3	881515193
332	11	5	888359882
887	393	4	881381114
435	80	2	884133610
551	229	5	892784779
213	514	5	878956130
548	275	3	891415411
314	12	4	877888758
593	655	3	886193724
234	731	2	892336194
208	216	5	883108324
222	1145	3	878185137
201	1006	2	884112136
493	195	3	884131314
856	688	2	891489666
342	1170	3	875319659
733	250	1	879535502
682	1232	2	888517896
708	319	5	892719062
194	1411	1	879554331
92	369	3	886443672
655	172	4	887477167
554	684	4	876550342
487	739	2	884046879
666	31	3	880314500
619	403	5	885954159
293	249	3	888905229
98	194	5	880498898
176	117	4	886048305
690	781	2	881177662
733	1011	4	879535644
378	561	3	880333695
940	150	3	885921422
659	96	4	891384552
582	15	3	882961481
698	512	4	886367644
621	1185	3	881445012
566	496	5	881649428
518	920	3	876824121
518	1079	1	876824266
533	402	4	888845284
1	211	3	878541970
301	29	4	882078492
610	378	5	888703609
877	176	5	882678484
456	1421	3	881374437
896	127	5	887158578
70	69	4	884065733
93	845	4	888705321
59	176	5	888205574
709	1	4	879847730
638	187	2	876694704
387	381	4	886482969
821	118	3	874793218
625	100	3	891878363
468	89	4	875291722
357	111	5	878951784
582	932	2	882963114
665	748	4	884290076
881	524	4	876537825
374	265	5	880937779
918	208	3	891988002
361	55	2	879441253
15	459	5	879455562
463	306	4	877384836
314	815	5	877886375
607	174	3	883879516
135	12	4	879857764
758	715	4	881977057
203	1049	2	880434463
840	83	5	891204215
479	931	2	879460681
606	31	4	880925199
524	170	4	884634785
600	176	5	888451665
846	230	3	883948720
612	259	3	875324355
676	315	4	892685224
783	872	4	884326545
429	164	4	882385489
314	1165	2	877892566
130	619	4	876251409
409	325	4	881105077
345	298	5	884902339
256	291	5	882152630
62	171	4	879373659
363	288	4	891493723
671	546	5	884036050
459	409	2	879563796
592	479	4	882956668
119	89	4	874781352
532	1415	2	892520390
550	924	4	883426027
588	747	4	890025797
453	227	3	888207162
748	732	4	879454749
889	480	5	880178019
258	323	4	885701062
468	724	4	875287615
399	226	3	882344406
468	55	5	875287615
407	209	5	875042378
392	268	5	891037385
130	99	5	875216786
554	252	4	876232528
782	266	1	891498919
633	566	3	877212173
747	675	2	888640180
864	230	2	888889129
896	482	3	887158359
666	428	3	880139439
702	449	3	885767775
916	549	3	880845543
682	1118	3	888521711
758	488	3	881976262
526	150	2	885682370
696	689	1	886404208
592	269	4	882607286
530	172	4	883790882
200	43	3	884129814
16	164	5	877724438
758	176	5	882055987
64	238	4	889739025
910	1012	4	884229250
496	443	2	876066353
295	378	4	879518233
617	868	4	883788820
275	174	4	875155257
880	186	4	880174808
135	33	3	879857930
682	85	3	888521833
13	610	2	882140690
829	582	4	881699060
279	81	4	875732652
913	596	1	881367210
251	210	4	886271675
311	523	5	884364694
484	385	4	891195416
43	28	4	875981452
510	873	3	887667780
177	64	4	880130736
896	275	4	887158713
102	29	1	888802677
198	581	3	884209504
407	650	2	875044400
880	1284	4	880167355
201	318	5	884111269
784	270	3	891387249
513	127	4	885062286
407	189	4	875042268
559	259	3	891035407
821	56	5	874793847
497	1157	2	879362178
463	116	5	877385381
423	347	3	891394632
655	1462	3	887429077
286	906	5	884069544
373	418	5	877104235
425	288	5	878737512
137	690	2	881432482
442	22	2	883390813
727	155	3	883712068
305	628	4	886324661
410	886	2	888627018
60	385	4	883327799
796	121	5	892661043
328	79	4	885047194
327	72	2	887819582
627	554	2	879531557
59	212	4	888205463
889	498	4	880178748
741	38	2	891455832
215	270	3	891434683
316	730	4	880853775
303	998	3	879544435
7	127	5	891351728
389	87	5	879991330
622	521	5	882670009
110	88	4	886988967
650	206	4	891371186
358	666	3	891269992
655	900	3	887424991
606	209	4	880926018
438	476	5	879868664
1	18	4	887432020
399	588	5	882342938
303	1258	2	879544756
587	258	4	892871069
49	1076	2	888067187
896	1119	3	887160040
121	192	4	891388250
14	93	3	879119311
157	1016	5	886890341
590	591	3	879439256
456	433	4	881373120
422	339	2	879743848
457	174	5	882397267
128	111	3	879969215
328	591	3	885047018
940	153	2	885921953
205	328	3	888284454
365	762	4	891304300
343	159	2	876405893
109	71	4	880578066
918	499	4	891986775
613	126	5	891227338
46	100	4	883616134
882	662	3	879879807
727	174	4	883710186
825	174	5	881101782
334	168	5	891546914
541	225	4	885595846
434	1197	5	886724913
564	1399	2	888718470
378	123	3	880044532
841	271	4	889067216
916	175	4	880845011
94	89	3	885870284
331	491	3	877196383
414	346	5	884999037
401	404	2	891033395
276	941	3	877934065
92	781	3	875907649
648	1029	2	884882636
537	714	3	886031886
751	332	3	887134842
368	774	4	889783562
642	398	2	886454837
403	9	3	879786052
181	1374	1	878962391
415	531	5	879439684
504	731	3	887840014
399	527	3	882511093
484	275	3	891195973
399	273	3	882340657
455	582	2	879111982
224	423	4	888103581
860	272	3	885145344
69	333	3	882027204
311	796	3	884365889
114	156	4	881309662
303	41	5	879485686
102	161	2	888801876
898	313	4	888294375
204	482	4	892513906
495	470	5	888637768
198	475	4	884205277
347	11	5	881653544
617	238	3	883789249
921	82	3	884673954
339	1301	3	891032189
58	228	5	884305271
24	237	4	875323002
195	887	4	886782489
322	303	3	887313611
854	597	2	882813143
417	7	3	879646260
834	7	4	890862974
142	55	2	888640489
56	194	5	892676908
416	300	4	876696823
538	183	4	877106768
11	15	5	891903067
246	1222	3	884923372
486	282	2	879875278
910	405	4	881420841
805	831	4	881695040
716	1047	3	879794200
363	228	3	891496481
603	271	2	891955922
913	96	5	881725904
208	66	4	883108477
472	240	4	875979187
69	124	4	882072869
253	742	4	891628535
588	366	5	890027430
653	177	3	880150702
747	208	5	888640862
862	658	5	879304526
187	428	4	879465308
943	124	3	875501995
767	180	5	891462870
90	316	5	891382658
94	673	3	891721615
534	294	5	877807461
280	5	4	891701066
267	209	5	878971745
795	405	1	883774317
432	7	2	889415983
378	655	4	880045553
706	25	4	880997385
87	576	3	879876163
871	989	3	888192744
682	1440	2	888517538
565	509	4	891037692
267	384	3	878973734
541	235	1	883866049
577	727	5	880474747
581	847	3	879641787
822	272	3	891033683
535	591	4	879617977
299	71	3	878192238
406	787	3	880132047
276	1028	3	874787044
429	700	3	882386485
304	895	3	884967017
141	292	1	884584906
392	482	5	891038945
698	433	4	886366848
594	50	3	874783018
919	418	4	875373945
178	173	5	882826306
566	153	2	881649747
145	597	4	875271477
896	33	2	887160209
234	1459	3	892335261
307	423	5	879283587
551	603	5	892776524
330	205	3	876546105
327	508	2	887744064
222	214	4	878182453
904	1041	2	879735710
936	253	5	886832454
505	187	1	889333676
848	238	4	887046329
141	678	4	884584480
606	138	3	880927923
339	153	4	891033932
326	367	3	879877264
474	284	4	887915645
582	271	4	882960418
864	87	5	888887403
87	651	4	879875893
421	124	4	892241344
279	364	4	891209077
759	405	4	881476969
919	875	1	875288362
693	357	5	875482169
46	305	5	883614766
655	283	3	887425936
606	845	4	878147770
668	271	4	881523787
499	97	4	885599227
361	207	4	879440545
655	782	3	887650483
653	696	1	880152989
566	392	4	881650519
60	1021	5	883326185
429	200	3	882386333
500	295	4	883865128
833	1019	5	875039039
208	88	5	883108324
405	1029	1	885547735
389	583	2	880088039
862	82	4	879305237
91	429	4	891439324
864	31	4	888888202
880	1041	4	880175128
533	148	3	882902641
815	380	3	878695744
357	287	4	878952265
17	508	3	885272779
546	300	3	885139842
758	554	3	882055007
456	485	4	881373574
381	50	5	892696252
158	55	4	880134407
413	333	2	879968933
869	122	3	884493060
256	728	4	882165296
276	94	2	882659602
246	101	2	884922740
18	236	3	880131077
507	222	5	889965997
145	825	4	875271477
348	409	4	886523710
13	646	4	882140037
59	1111	5	888204758
6	423	3	883602501
474	528	5	887923924
498	448	4	882205321
241	346	3	887249482
704	528	3	891397491
653	779	1	880153467
577	425	2	880474808
299	1006	4	878192804
839	825	4	875752274
771	242	4	880659235
234	1169	4	892334543
870	489	4	875050827
940	354	5	889480493
504	323	4	887831274
430	101	2	877226501
436	102	4	887770588
290	825	3	880732508
535	181	4	879617818
335	678	3	891567251
286	151	5	875806800
453	144	4	877554443
308	85	4	887741245
922	216	3	891448115
481	202	4	885829240
796	1269	5	892662765
778	216	3	890726264
10	160	4	877888944
922	95	3	891448580
276	79	4	874792436
396	151	3	884646401
868	1098	5	877107416
354	246	4	891216607
327	507	4	887744205
662	515	4	880571006
588	56	4	890024246
72	121	3	880036048
299	478	4	877880612
825	827	4	881184695
896	452	3	887161564
360	483	5	880355527
428	877	5	885943685
11	577	3	891905555
274	280	1	878946162
653	984	4	884408848
650	1110	4	891388467
554	951	3	876369840
437	91	3	880143315
286	248	5	875806800
405	1437	1	885547557
1	190	5	875072125
930	651	3	879535574
499	915	4	892501128
92	230	3	875656055
70	204	3	884066399
542	237	4	886532238
75	304	2	884051610
796	826	2	893049362
423	751	3	891394832
125	479	4	879454386
648	127	3	884365970
812	300	5	877625461
592	333	5	882607476
666	269	5	880314564
488	491	4	891294209
606	7	4	878143509
479	489	5	879460844
387	209	5	886480206
109	196	4	880578358
889	195	4	880178204
437	197	5	880141962
896	226	3	887160270
393	275	4	887744053
373	658	4	877105781
235	971	4	889656113
922	451	4	891448247
536	228	5	882359863
889	72	3	880181317
881	582	1	876538465
494	294	4	879540593
662	10	4	880570142
404	879	3	883790465
25	125	5	885852817
642	141	4	886568744
486	302	5	879873973
264	345	4	886121516
807	1089	4	893084724
57	100	5	883698581
347	144	5	881654186
269	608	4	891449526
323	467	5	878740017
72	68	3	880037242
146	245	5	891458080
707	238	4	886286764
497	943	4	879362019
468	294	3	875279153
643	98	3	891446688
189	510	5	893266326
551	238	5	892777638
253	1	5	891628467
747	1631	3	888638957
895	13	5	879437950
695	989	3	888806056
582	1	4	882961257
518	25	5	876823197
395	300	3	883762362
85	1021	3	882995490
796	9	3	892660251
852	930	3	891037777
128	223	5	879966839
10	179	5	877889004
38	161	5	892432062
916	1335	4	880843798
782	872	2	891498513
660	800	2	891201675
899	161	4	884122367
243	778	4	879988663
571	484	4	883354992
78	255	4	879633745
41	474	5	890687066
894	269	3	879896041
897	622	3	879990877
880	1423	3	880175577
705	8	3	883427904
943	393	2	888639638
405	391	1	885548137
319	306	4	879975504
536	217	3	882360601
898	319	5	888294676
525	472	2	881086012
470	137	3	879178406
268	63	1	875743792
532	879	3	892519328
686	134	5	879545340
628	8	2	880777167
493	323	4	884129979
400	328	3	885676490
457	164	4	882547645
480	510	4	891208460
498	269	4	881953527
569	328	4	879793253
328	275	4	885046420
659	64	4	891384152
747	39	4	888640684
560	411	3	879976828
682	475	3	888521465
303	273	3	879468274
497	229	2	879310850
851	342	2	888540205
406	418	5	879793081
326	491	4	879876235
373	80	3	877107235
537	472	2	886030415
720	333	4	891262669
339	194	4	891037070
387	113	4	886479575
13	95	5	882140104
533	193	4	879439379
59	663	4	888204928
95	366	4	880572628
758	533	4	882055948
806	629	3	882389862
392	134	5	891038371
624	410	4	879793156
792	1197	4	877910822
466	95	2	890285788
749	739	3	878848558
682	228	4	888520923
608	939	4	880405896
406	404	5	884630554
643	183	5	891447790
178	197	2	882826720
892	648	4	886607642
907	763	5	880159081
323	11	5	878739953
435	210	4	884131799
296	289	3	884196351
195	500	4	876617344
468	22	5	875287686
622	993	4	882590809
290	271	3	880473557
661	501	4	876036190
151	499	5	879524585
853	304	4	879364822
280	538	5	891700185
109	158	1	880579916
14	285	5	879119118
388	294	4	886439561
538	202	4	877108250
527	152	2	879456405
342	723	3	875319659
435	1401	4	884131868
327	28	3	887747971
703	15	5	875242814
425	7	3	878738290
82	430	5	878769703
758	373	4	882055347
68	1089	1	876974484
932	144	3	891249710
219	71	1	889452455
761	508	1	876190206
770	268	5	875971568
435	424	1	884134536
442	780	3	883388986
792	762	4	877910206
13	23	5	882139937
797	1254	2	879439548
608	603	5	880403537
294	288	5	877818729
130	231	3	875801422
923	831	4	880388211
921	924	3	879379736
69	427	3	882145465
669	82	4	892550310
880	182	5	880167670
682	925	3	888520923
543	53	3	877547190
70	597	3	884148999
56	143	3	892910182
303	1267	3	879484327
94	693	4	891720921
274	98	5	878946536
5	453	1	879198898
790	1	3	884461306
870	480	5	875680142
563	257	5	880506596
325	176	3	891478455
804	176	4	879441702
738	136	4	892958170
838	128	4	887066724
615	528	4	879448399
772	327	4	877533873
393	866	3	889728074
795	1041	3	883254780
807	969	4	892528375
277	255	4	879544145
403	123	3	879786112
429	726	2	882386751
56	410	4	892911348
363	423	3	891495711
40	328	3	889041595
72	222	1	880036346
749	197	4	878848044
372	1109	4	876869818
877	739	4	882678105
934	554	4	891194462
230	969	4	880484476
145	738	3	875272927
655	1192	4	887650851
670	603	5	877974465
658	56	5	875148108
936	333	3	886831415
810	243	4	879895350
554	276	3	876548886
669	56	2	891260497
313	837	4	891014898
308	139	3	887741179
194	28	5	879522324
846	401	5	883949643
484	239	4	891195036
177	55	3	880131143
773	185	4	888540279
522	200	4	876961314
354	251	5	891216691
301	470	4	882078199
12	402	5	879960826
59	123	3	888203343
665	126	4	884290751
108	100	4	879879720
545	71	5	879901459
249	11	5	879640868
630	325	3	885666301
831	690	4	891354064
694	1221	3	875728842
749	498	4	878847926
709	637	3	879848168
655	1017	3	887611566
279	16	4	875296792
87	1180	3	879877127
454	419	4	881959917
403	274	3	879786661
870	289	2	875050332
267	29	3	878973426
246	68	5	884922341
882	684	3	879877026
373	110	3	877104086
234	95	3	892079689
94	627	3	891722678
224	243	2	888082277
798	731	3	875303765
260	319	2	890618198
429	1016	4	882386217
561	443	4	885809197
334	582	5	891547235
616	347	4	891224677
524	709	5	884635171
537	491	4	886030584
452	194	4	885816440
303	583	1	879483901
536	222	4	882360552
44	173	5	878348725
899	28	5	884121214
452	83	3	885490812
59	179	5	888204996
790	1119	4	885156732
270	26	5	876954995
282	258	5	879949367
130	682	4	881076059
110	791	2	886989473
90	421	4	891383718
406	396	3	879792974
629	207	4	880117000
523	9	4	883700564
23	652	4	874785926
49	154	5	888068715
246	260	5	884924991
770	875	4	875971612
391	1163	2	877399864
15	289	3	879455262
525	237	4	881085893
188	554	2	875074891
25	404	3	885852920
329	331	3	891656639
323	258	4	878738826
426	671	4	879444170
545	720	3	883115664
354	124	5	891216632
749	1136	4	878847804
561	542	1	885810858
655	382	3	887427131
313	99	4	891014029
435	760	1	884133330
541	62	4	883871644
883	90	3	891694672
44	172	4	878348521
342	875	1	874984045
406	212	2	879793210
286	215	3	889651630
648	174	5	884882664
823	692	4	878439438
614	1	5	879464093
354	381	5	891217851
363	77	2	891496587
666	56	4	880139090
721	655	2	877140490
272	178	5	879455113
694	419	4	875729907
545	373	3	879899523
7	211	5	891352557
121	292	4	891388960
322	483	5	887314417
566	959	4	881651406
416	544	2	888700566
826	174	5	885690481
551	111	5	892783612
159	930	4	880557824
276	151	5	874786568
182	203	3	876436556
269	998	5	891451548
194	1408	1	879555267
683	895	2	893284138
342	246	4	874984480
533	525	3	879191770
561	14	3	885808929
429	496	4	882384603
864	86	4	888890547
896	774	3	887159973
882	265	5	879867431
870	1014	2	884789665
403	240	1	879786084
618	458	3	891309579
142	82	4	888640356
650	630	5	891371061
599	975	5	880952357
798	1164	3	875637744
620	758	2	889987073
905	328	3	884983034
474	237	4	887915366
846	198	5	883948457
144	960	2	888105784
566	461	4	881649853
749	117	4	878846654
627	271	5	879529432
542	100	4	886532432
204	874	3	892388976
627	550	1	879531352
542	1061	2	886533275
585	340	2	891281651
927	409	4	879176876
222	790	1	878185068
109	245	3	880562908
474	196	5	887924469
843	429	4	879446503
255	860	2	883216748
721	991	3	877137214
43	291	3	883955995
234	224	4	892334107
537	673	3	886031505
833	1149	4	875123677
575	506	2	878148087
455	52	3	879112011
790	386	2	885158208
355	328	4	879486422
627	172	3	879531196
393	623	3	889731562
321	484	5	879440244
486	1143	3	879874726
444	328	5	890247082
881	259	3	876535599
721	435	4	877139384
758	200	5	881977229
82	174	5	878769478
585	170	5	891282573
593	1	3	875659150
500	289	4	883864818
682	455	4	888521866
12	684	5	879959105
76	172	5	882606080
476	393	4	883365135
497	771	4	879362638
112	754	4	884992508
6	14	5	883599249
417	121	3	879646591
919	864	2	875288848
299	202	4	889501325
311	700	3	884365852
472	402	5	892791063
203	332	5	880433474
864	476	2	888892917
221	94	3	875246857
79	222	4	891271957
246	232	3	884923073
807	546	4	892978966
311	132	4	884365548
201	471	2	884140637
108	50	4	879879739
814	200	4	885411204
716	95	4	879794775
648	1072	2	884882527
852	358	3	891036414
707	1168	3	886287990
29	661	5	882821942
203	282	1	880434919
537	211	4	886030831
450	455	4	882376188
648	25	2	882211760
32	245	2	883710047
293	265	3	888906193
871	515	4	888193176
715	73	4	875964410
382	197	4	875946830
659	134	4	891332189
56	87	4	892678508
425	83	2	891986445
72	97	4	880036638
15	121	3	879456168
82	191	4	878769748
340	274	4	884991618
602	127	5	888638491
155	321	4	879370963
21	447	5	874951695
719	71	3	883354106
930	405	3	879534803
269	939	2	891448177
455	121	4	878585685
533	450	5	879191713
271	81	3	885849113
322	479	5	887313892
312	601	5	891699067
653	210	4	880150103
174	155	4	886513767
268	665	2	875310745
456	202	3	881374586
751	1078	3	889299290
109	70	4	880578038
545	199	4	880347770
320	4	3	884749306
666	603	4	880567943
276	1081	3	880913705
644	1610	3	889077115
798	415	3	875639260
345	1247	2	884993996
655	428	3	887428157
763	509	5	878920895
927	393	5	879193732
417	122	2	879646838
846	1210	2	883950791
459	357	4	879564308
22	265	3	878888066
330	627	5	876545479
336	742	3	877759928
625	640	3	891999796
403	148	5	879786351
833	443	3	875124348
592	931	1	882608960
458	117	4	886394623
854	1134	3	882812787
428	908	4	885944024
320	411	3	884749119
201	79	4	884112245
330	568	5	876546752
38	218	3	892431871
379	188	4	892879481
514	746	5	875309276
645	202	3	892053518
343	660	3	876405004
184	399	3	889910159
284	301	5	885329593
72	2	3	880037376
524	65	4	884636646
870	191	3	881001249
144	403	3	888105636
410	340	2	888626506
213	281	4	878871038
650	489	3	891387277
608	23	5	880403239
640	663	5	874778240
246	741	5	884921533
361	83	3	879440345
262	365	4	879793939
111	896	2	891680243
840	50	4	891203366
899	213	4	884122698
393	1055	4	889728895
305	272	3	886307917
487	87	5	883445606
438	1028	2	879868529
